distance_to_merchant,hour_of_day,is_weekend,budget_utilization,merchant_regret_rate,dwell_time,purchase_occurred
299,15,1,0.5199668071976848,0.8572329706638877,186,0
212,13,0,0.2930388141249265,0.9664901612802279,442,0
4,15,0,0.514566659083809,0.5486960628580735,366,0
190,11,1,0.60384465545163,0.18442614666002655,58,0
304,19,0,0.9287449038963547,0.15849428334409255,563,0
111,17,0,0.5139235436229904,0.5939804070912227,409,0
218,0,1,0.18916132865037094,0.17183853115116943,571,0
125,6,0,0.6949952729562561,0.6893429902841551,473,0
136,19,1,0.6502148590053102,0.9826142096252725,395,0
334,22,0,0.1803408679551608,0.03748411649913974,114,0
393,16,0,0.659459886100871,0.20095994610373535,45,0
25,19,1,0.4820047597477577,0.3706796107917494,198,0
139,17,1,0.8025012700787123,0.14880774362078475,80,0
34,13,1,0.529697622196323,0.27322588398328806,500,0
332,7,1,0.5775129655013479,0.43332382384424917,17,0
243,23,0,0.09709357755373804,0.034511238242610265,48,0
265,8,1,0.5463931347781957,0.08363082882188733,564,0
415,22,0,0.6500021682927597,0.29909332607395067,187,0
147,4,1,0.9874562714013421,0.06780953122378375,351,0
133,5,1,0.5310752437928687,0.6941687956567663,140,0
54,0,1,0.7268645031102873,0.08167241131820213,399,0
138,19,0,0.8218439552066559,0.234663318431647,75,0
228,3,1,0.7596044260929494,0.10970843731187407,36,0
481,1,0,0.023909587930302956,0.928656287792052,79,0
476,14,0,0.6176865124334712,0.901383008432372,119,0
376,13,0,0.8077427893750627,0.2532609885198851,27,0
179,3,1,0.5550609028993915,0.44647471180924414,135,0
286,21,0,0.535080407298325,0.5236210758754447,147,0
380,15,1,0.7303565844903384,0.1502208408060165,110,0
313,7,1,0.7205452564526866,0.7973243099093602,401,0
333,0,1,0.099329238434678,0.44245334697454175,439,0
239,11,0,0.9475996488230566,0.19574085190739388,335,0
37,8,1,0.4045888698122123,0.09673808886828372,248,0
218,2,0,0.8668734952943357,0.25918656237186,140,0
251,18,0,0.9389814902034994,0.21940396179038846,317,0
284,5,1,0.22696360666368365,0.00020651868550347618,48,0
350,17,1,0.3063104373504869,0.9930390313094036,314,0
327,19,0,0.7994944022022619,0.05723660358872962,185,0
430,4,0,0.09046728070684551,0.18315268125990714,0,0
12,15,1,0.9119861469449251,0.8873259475635324,224,1
178,6,1,0.9157282372473966,0.365618594738534,345,0
404,19,0,0.5893400946387973,0.3254816407528027,190,0
90,20,1,0.9558754854373087,0.06511824902214969,326,0
249,19,0,0.33628622560916555,0.5659460891394971,185,0
162,20,1,0.8464003464263615,0.6401860012064692,100,0
325,11,0,0.08881830841065508,0.43625838968327424,109,0
17,14,1,0.01566983751965556,0.16026082231337668,12,0
499,8,0,0.7569345841121731,0.3199800938074224,244,0
416,17,1,0.6467251986891481,0.2941087997427988,218,0
494,11,1,0.04735048036429901,0.947802563525159,171,0
165,17,1,0.4673724864652523,0.23769471841869316,553,0
28,7,0,0.624264868666724,0.4824156571255096,537,0
171,22,1,0.9305384492004501,0.08827546775269457,555,0
229,0,1,0.5882480377167633,0.4335174805015851,534,0
35,9,0,0.5005423735928273,0.8464354859523715,441,0
123,9,0,0.20668857350333147,0.03205260648883157,452,0
18,3,0,0.7707811321646768,0.5152556257523033,416,0
256,3,1,0.03839475884985455,0.647579642156586,29,0
106,21,1,0.8683241409085678,0.6739106452332936,458,0
398,9,0,0.14055633731907868,0.3201237028252667,112,0
12,10,0,0.08276005446308032,0.857173501375138,515,1
315,9,1,0.218412507433552,0.6598698039947883,110,0
163,12,1,0.4417626751643684,0.2937854957529529,71,0
14,13,0,0.0987018397084225,0.5527892025070521,548,0
45,13,0,0.68921336105682,0.01229930500159837,388,0
145,22,0,0.6685843814037081,0.3191840655450584,73,0
375,7,1,0.5093883346312948,0.08769590611056355,30,0
479,6,1,0.9384712540950852,0.9537185547739805,233,1
80,18,0,0.517474855073533,0.36542664230071453,570,0
6,2,1,0.6401481614873129,0.46533460819653283,555,0
425,4,0,0.3585709133807432,0.9553112050557626,398,0
159,10,1,0.8360521210351199,0.21718939386940117,483,0
71,18,0,0.06948266784606916,0.14036413371216205,444,0
340,19,0,0.5694188217850393,0.8809573641190095,295,0
87,18,0,0.68142183529406,0.5459624135532604,203,0
58,11,1,0.4928805227695392,0.41459481457760516,564,0
275,1,1,0.4106054612751415,0.8462283882357173,537,0
17,16,1,0.7088816006055152,0.179771304692819,233,0
27,23,1,0.7171144599050492,0.5495966933524682,564,0
241,20,0,0.3609939225951997,0.582795459505427,548,0
38,9,0,0.25770638346097263,0.8349256831258557,439,1
301,17,0,0.6914035285800096,0.24875276261135204,546,0
270,7,1,0.7695821153635869,0.839009694934529,201,0
395,14,1,0.7546305591101033,0.14533139755126456,13,0
311,16,0,0.4959853185464176,0.08785093251404252,438,0
81,2,1,0.8674087736283617,0.49649280099683735,335,0
125,7,1,0.7858483750768526,0.9617885937362737,340,0
100,8,1,0.7951553228311793,0.7503414959869151,231,0
401,22,1,0.2053107570473881,0.3464217181985967,196,0
190,9,0,0.978318089938201,0.8289615570014774,424,1
77,10,0,0.2877874362348347,0.10734029659257438,251,0
213,20,0,0.984222923357533,0.22612078984518624,6,0
140,9,1,0.5180503072494957,0.920882228132061,92,0
90,0,0,0.18304979466343385,0.1855961626453434,348,0
62,14,1,0.44640307881774155,0.273585178354656,31,0
355,1,1,0.08237569422961932,0.3321871041420146,572,0
151,5,0,0.7076023416156981,0.9188509343800707,457,0
325,7,1,0.004822896687635914,0.7641183179050725,352,0
476,0,0,0.3743218532901892,0.08466951313326543,496,0
12,11,1,0.6090625021262732,0.8621642442108299,149,0
333,1,1,0.22413358357810131,0.5253690053352797,106,0
169,8,0,0.5482213164356687,0.9439697521676128,520,0
314,5,1,0.555767617829923,0.1378411943966371,206,0
175,0,0,0.17257923815753407,0.5212440052580063,262,0
172,19,1,0.4404163813977371,0.6800543949806029,489,0
103,16,1,0.6151433697520154,0.822873535430076,356,0
159,3,1,0.5776880501183758,0.5320660165933004,197,0
285,19,0,0.7817189064815874,0.6138481435799128,309,0
446,8,0,0.7395631053400595,0.6480318676580822,296,0
416,7,1,0.47701534047972605,0.3231264565225944,331,0
226,15,1,0.8603292329387953,0.19003190781728618,41,0
55,21,1,0.17497958942726555,0.008122510065083133,497,0
481,6,0,0.4744711843646232,0.472369351009967,506,0
265,23,0,0.5148738391467943,0.6953129821399143,205,0
269,15,0,0.13463155529395265,0.02466859831052659,97,0
52,1,0,0.05406057215546001,0.638979067876768,590,0
345,12,1,0.4557819741308775,0.332300522065893,334,0
432,13,1,0.6061954700215753,0.30755957421373137,327,0
457,19,1,0.6058120639347507,0.008461728179729566,414,0
73,23,1,0.005025978481596138,0.9471886049349625,290,0
3,4,1,0.6950636415392537,0.3447481785760166,225,0
205,7,0,0.8108672706121433,0.2981893175589667,162,0
307,20,0,0.8025745831461446,0.3339793396590114,114,0
351,14,0,0.051815261924745504,0.6258798718032557,334,0
111,4,1,0.18757859747313876,0.15997576042864392,183,0
404,15,0,0.8423673505074858,0.31464931078523495,250,0
95,18,1,0.1618287660455512,0.6526036221981782,286,0
360,17,0,0.791815564288707,0.7769401163159022,42,0
194,1,1,0.7572612652242465,0.4119240167516093,426,0
476,1,0,0.38047213650631473,0.8998602035829903,380,0
186,13,1,0.37446252969436333,0.95255513112039,328,0
36,3,0,0.2239049481316565,0.32313507409712305,265,0
130,20,1,0.16128560205322817,0.48811113037798803,49,0
312,16,0,0.953962762076285,0.8374040496428435,467,1
459,22,0,0.9108232613808376,0.4781509195606888,260,0
408,14,0,0.8872099380945964,0.6384670762951261,441,0
285,0,1,0.3062756678206694,0.5360493646788254,311,0
433,0,0,0.4571471665128355,0.9114585232628348,353,0
321,18,0,0.5731920254398152,0.30583344317565564,97,0
318,6,0,0.06341394054138838,0.7199782683263017,314,0
216,11,0,0.3083053733903244,0.48978874373295334,211,0
373,17,1,0.614424503555773,0.7405091277667598,164,0
61,14,0,0.5111391877118994,0.23716941345537668,495,0
236,17,0,0.5198776104699157,0.6194860998780132,596,0
295,18,1,0.7833218292468094,0.4475473118579366,546,0
206,10,0,0.15444434974339438,0.8469696991616688,593,0
196,9,0,0.7501396864943531,0.28886793899882734,84,0
284,12,0,0.1314149795820524,0.1183757779344844,504,0
220,6,0,0.749750171424478,0.6188757868183105,50,0
377,0,1,0.9496503004690122,0.7376617585376253,558,1
405,9,1,0.9115635587043883,0.10196993237091168,408,0
13,11,1,0.5501871889226643,0.40308154363290616,534,0
485,11,0,0.785537871740686,0.9160800204939847,31,0
456,0,1,0.6226902014094271,0.025900838363784207,351,0
287,6,1,0.46908524605080903,0.7421866547784883,504,0
289,0,1,0.5769506337524677,0.5434352600860143,307,0
372,5,0,0.9580794468938774,0.11510242990250052,218,0
246,20,1,0.16059094246722472,0.8760352624921656,9,0
36,4,1,0.23888215613881325,0.4942912344579794,483,0
469,10,1,0.9409264758665847,0.11941544040352747,393,0
470,12,1,0.35625332657041753,0.6556339179919101,291,0
94,1,0,0.6864570742544789,0.22439740898796867,576,0
486,14,1,0.485211841993864,0.6709238228726042,76,0
110,12,0,0.21720732452099445,0.12169549173669614,339,0
19,3,0,0.9119802788971325,0.3684216185775838,232,0
358,11,0,0.2473013121409734,0.16778021231972107,161,0
281,10,1,0.5231519995077063,0.7385685566254615,412,0
238,5,0,0.8758863029203836,0.5492346180797301,539,0
275,3,0,0.4426255376938324,0.25549620200969014,86,0
325,7,1,0.41029733083220843,0.334362741484757,345,0
151,6,0,0.14886557782487153,0.12370060282142092,522,0
499,5,0,0.47846151315729846,0.5124700481021701,393,0
37,9,1,0.8504969275771422,0.4965027696206532,377,0
418,21,1,0.15891916438056475,0.8158278674428854,339,0
107,20,1,0.889140440565918,0.1472306745679718,216,0
180,1,1,0.3251865896150027,0.6133810675094634,562,0
492,23,0,0.3592373241189135,0.9521810079227027,133,0
239,0,1,0.42216170192147495,0.020462347362669053,146,0
158,14,0,0.033966974218892276,0.6210178778658394,339,0
52,12,0,0.5229472352313996,0.4850491144211776,204,0
436,0,0,0.37905763669532944,0.22754094202792452,347,0
159,11,1,0.5830257417794247,0.20373217974449487,99,0
178,23,1,0.5116417551251258,0.9252218099841937,56,1
463,11,0,0.9337963929439642,0.9262598916558888,521,1
57,18,0,0.5504104628862386,0.13596338609296166,438,0
73,2,0,0.33019550964084254,0.04014267144687034,53,0
298,7,0,0.9325283293568105,0.6126604725498146,532,0
187,8,0,0.36031593354829794,0.18722268587964785,513,0
471,5,1,0.15497233143933176,0.7563381462417341,224,0
182,22,0,0.011369983492330538,0.2254782752569946,382,0
110,6,1,0.5900437614283701,0.466252653577404,463,0
72,14,0,0.10900318305763479,0.058662718344996256,55,0
19,22,0,0.7797183120162011,0.02227897669702683,82,0
322,4,1,0.6928927585711083,0.6840389443694888,167,0
156,0,1,0.25595900630249624,0.772422192057311,227,0
420,15,0,0.598190354409828,0.2936764915138842,127,0
449,11,0,0.5380229764509886,0.43765316484309147,153,0
219,13,0,0.2436134588267067,0.17461799631624653,535,0
405,2,0,0.9897689296122415,0.821357005451587,20,1
311,23,0,0.5014649013837393,0.25873052772448113,27,0
102,19,0,0.07898796241975825,0.10652336720284117,532,0
361,7,1,0.9711580163945636,0.9454526627075263,272,1
147,19,0,0.7993652866353456,0.36205043656491964,211,0
216,1,1,0.5733593371607353,0.5343694346195991,177,0
43,21,1,0.40863516586019133,0.5690251264168871,384,0
364,1,1,0.33521773449197334,0.4418262009631023,470,0
33,1,0,0.954152825442514,0.653437545834774,317,0
34,19,1,0.9145933653184087,0.22165694876862574,480,0
294,16,0,0.9522070094356886,0.7033252835709753,238,1
205,16,1,0.2342077442186431,0.8826815338904673,250,0
178,6,1,0.45553325251026455,0.7533536631015916,14,0
97,23,0,0.024127405096095567,0.4925021461512631,51,0
220,13,0,0.9558600896278546,0.584316093841239,462,0
402,18,0,0.00294339788837783,0.2108405866089199,594,0
131,5,1,0.3501612098303871,0.10486412130174483,378,0
15,17,1,0.07666138913590714,0.08219007747239149,564,0
107,1,0,0.37951743218757084,0.06756915978466127,14,0
398,3,0,0.2559047493712675,0.9262422559770095,432,0
111,5,1,0.7585693016874373,0.9659838817272256,223,0
341,16,0,0.5553972062778175,0.5438607039913649,370,0
259,11,0,0.3892871720963529,0.7050547922187179,176,0
417,15,0,0.17557600107935145,0.6428776390639336,151,0
287,19,1,0.7269533630817875,0.4784026416114009,31,0
47,11,1,0.5153729337564676,0.22575899040769032,484,0
121,20,1,0.002987221478613744,0.1008846773549702,303,0
297,20,0,0.7929982476751709,0.43613098596349653,474,0
154,7,0,0.5081051550731843,0.6147028468837789,179,0
133,23,0,0.9887643050453054,0.9009319425710179,164,1
14,13,1,0.5406816817478453,0.6427209021542251,149,0
343,16,1,0.6468051177966098,0.8529396931765921,404,0
110,23,0,0.46566183359063384,0.6623701732526561,409,0
328,22,1,0.3870854770414829,0.5990321168576034,203,0
261,9,1,0.015292545136833202,0.604710907802591,273,0
1,6,0,0.6633416402304428,0.786400278158309,557,1
76,6,0,0.833431895124448,0.4774448582900087,535,0
312,17,1,0.2054825032566875,0.13766980395298256,486,0
54,14,0,0.48292182809473205,0.026587885680536716,467,0
129,6,1,0.28358071396875995,0.46938525646310914,154,0
104,7,1,0.20972198531006436,0.7090249573290602,260,0
4,22,0,0.6805796395592526,0.8482274146599095,315,1
99,10,0,0.36399235375710515,0.7109763252911988,12,0
413,22,0,0.8069623072486296,0.8826339319849469,235,1
124,23,1,0.7981382285065186,0.3706347659980461,490,0
210,1,1,0.0499183703553997,0.15691718322993786,572,0
390,21,0,0.05883114048703053,0.8467954941584782,99,1
113,8,0,0.2320366172890257,0.9442395444960121,416,0
80,9,0,0.9127226277145096,0.13076362286347953,147,0
496,9,1,0.3799536454617548,0.716772344791177,590,0
45,17,1,0.20760332864203757,0.9197218353201666,65,0
10,14,1,0.7105621190167221,0.6452184738147209,395,0
427,23,0,0.6760031871769074,0.3013386992906528,512,0
31,22,0,0.7067673984413736,0.33290675396007396,599,0
335,20,1,0.43812016549246213,0.7151513660287478,599,0
251,22,0,0.8302220367171906,0.9540878637111055,547,1
292,2,0,0.591153756972514,0.9908847503100803,85,0
320,12,0,0.3238231611674629,0.23549549859656904,577,0
354,23,0,0.2256607233529654,0.6222811393264749,486,0
139,8,1,0.9941597874597349,0.4112872740869127,460,0
394,23,0,0.9848180934581202,0.3415375338579949,46,0
147,2,1,0.5973307294526802,0.3419196724497494,259,0
356,14,1,0.5260789929114917,0.4536905485615357,197,0
104,7,1,0.03963255557840861,0.9102869967162887,46,0
156,8,0,0.906109678100157,0.1747214827968233,80,0
175,2,0,0.9507552390571675,0.08510191444227455,535,0
179,7,0,0.5656741787358788,0.19964321166212728,108,0
94,3,0,0.7028633125175306,0.7697234133539592,381,0
383,11,0,0.9153450666747001,0.7476472668242964,517,1
466,16,0,0.6705893450716917,0.8347707901354169,344,0
313,11,0,0.4306233100803938,0.4284036471122552,125,0
345,21,1,0.30933321666786495,0.40765507805740575,568,0
14,6,0,0.6825083164592446,0.640290903936303,66,0
10,11,0,0.13163351695249714,0.5966446619562901,396,0
127,23,1,0.580727251573373,0.1595084506404052,326,0
25,18,1,0.9718628578773331,0.7091293561096448,567,1
450,18,0,0.21095624858231932,0.3089233774726948,475,0
96,4,0,0.5094872212957952,0.7786486718735324,463,0
312,16,1,0.08146223542892339,0.4824732615334577,580,0
277,17,1,0.872560339086075,0.2539861822763666,164,0
186,19,1,0.23724654525085853,0.7949888555801132,344,0
3,8,0,0.4922002983083835,0.4564269368113786,302,0
133,19,1,0.3508272750107949,0.6863821068542658,173,0
118,20,1,0.9291709752496099,0.17228405845936323,542,0
310,23,0,0.4567876135497637,0.9634006152273038,366,1
6,8,0,0.004800905839074221,0.5925618255502126,284,0
299,20,1,0.5179867901997283,0.6731652125558599,571,0
257,4,0,0.4510571433140773,0.8876045726213928,72,0
402,11,1,0.3174530843464477,0.4997794582403484,462,0
332,3,1,0.70213680756343,0.9658979230506003,470,0
466,5,1,0.19298941949149295,0.045415777542965,76,0
138,5,1,0.8096353313384578,0.4477914612853169,71,0
221,23,0,0.011810811085581463,0.373503555173635,347,0
18,2,0,0.23193462233385664,0.62643292690819,354,0
192,1,1,0.5817520983291571,0.8084108414769037,358,0
410,6,0,0.7103883497131142,0.4592158970532856,426,0
41,13,0,0.9557817303247241,0.006289975216587362,595,0
161,3,1,0.6907086773746279,0.9556646508369931,416,0
200,0,1,0.2664077115817425,0.9635282891841427,240,0
434,4,0,0.7130382052469347,0.19856009274126385,578,0
216,11,1,0.9764445657743769,0.42649780479959776,22,0
120,20,1,0.03106556528752824,0.2573360636804638,365,0
194,19,0,0.6078340010427234,0.23547487163238423,575,0
367,6,1,0.48212822262552535,0.4020018569028938,372,0
436,6,0,0.9089298391147391,0.405395960401416,25,0
216,16,1,0.2583908256690629,0.26253264319009906,253,0
47,21,1,0.1981523933575886,0.212370213283405,226,0
71,3,0,0.13334996204903116,0.29205539883881837,456,0
240,12,0,0.6853795216623202,0.6529895804070136,196,0
266,6,0,0.517391409641489,0.1444742654965162,446,0
230,20,0,0.6141980478490713,0.0680957100215569,319,0
42,3,1,0.10066143006152772,0.7368807570825897,32,0
339,0,1,0.5098858103488628,0.5292053294990473,360,0
380,23,1,0.5089326857519133,0.2708882510070625,241,0
92,6,1,0.7347929657964591,0.809206291962741,305,0
358,8,1,0.04348988598310788,0.2953173890749682,62,0
205,15,0,0.644555497327723,0.8675548344278456,245,0
54,1,0,0.053666917518398916,0.7882873559609876,116,0
163,19,0,0.6563357033786875,0.5984784404208091,365,0
330,11,0,0.5872391653064084,0.10033967115391917,507,0
43,14,1,0.0675560594547473,0.39941546413322093,412,0
86,13,1,0.31809054827639194,0.4294511874371698,584,0
274,11,0,0.8618366488905805,0.36630719207524864,120,0
407,2,0,0.6325610890066766,0.36624408455237323,375,0
496,16,1,0.5252122469811276,0.3008869604801556,356,0
385,21,1,0.33840272613537814,0.4515390602337849,11,0
332,13,1,0.10627200980068996,0.7054826348860695,93,0
203,5,0,0.7144928828122803,0.5310795231871133,501,0
254,0,0,0.39960120512227715,0.47093671822807515,479,0
249,13,1,0.726183288112423,0.8925200741086551,497,0
33,20,0,0.9274671000059759,0.4159875726427281,349,0
29,15,1,0.6279537686033189,0.7248308455316805,162,0
131,20,1,0.551357719304062,0.23114487690124508,272,0
81,13,0,0.18871236434796235,0.12473197746424014,362,0
400,1,1,0.7323456503512216,0.37373083798942897,51,0
263,15,0,0.7950291868047173,0.15019031013982476,490,0
60,1,1,0.05939538930162336,0.40156744021423507,265,0
248,15,1,0.004912305580015985,0.8152083237411231,146,0
254,8,0,0.04481523566660972,0.38167989402726454,580,0
389,7,0,0.28104927911154576,0.6087676305373033,219,0
373,6,0,0.8240247193839491,0.06394496607784261,396,0
383,4,0,0.9708707378427373,0.2916115163134949,598,0
6,1,1,0.3696295888520549,0.748203454269231,10,0
204,22,0,0.018421008613368484,0.6929118105644451,291,0
433,18,1,0.9571339592726725,0.003557725090833075,65,0
211,8,1,0.6052067869285686,0.37346896602521795,374,0
358,10,1,0.8738529264761996,0.44647350064756963,545,0
167,21,1,0.7074523461007879,0.4421332189682107,305,0
351,4,0,0.3165909470809195,0.3379131754281398,312,0
288,19,1,0.6579592187516025,0.20008332929701722,518,0
452,4,0,0.5744732768715477,0.6906504356291737,505,0
53,11,1,0.03188153156800899,0.051797967804789735,221,0
201,9,1,0.1321867173074558,0.6154248477230161,146,0
96,7,1,0.1036374752435476,0.9186710174062976,152,0
133,22,0,0.8501143319300044,0.23820021994109308,590,0
348,5,1,0.34238351277503576,0.9604801022021019,502,0
316,7,0,0.6586282892236629,0.9112004480278101,77,0
39,3,0,0.056562665548256286,0.9379288080680799,84,0
279,9,1,0.6684087522943568,0.812107098780078,134,0
114,21,1,0.054628507749804434,0.03616931948579938,61,0
290,15,0,0.211469641290287,0.7532494657664073,414,0
68,6,1,0.5422165246809189,0.21608976742233166,176,0
351,18,1,0.7649013963636909,0.9337291127260376,437,0
390,23,0,0.7106013886350974,0.9154111503900121,58,0
173,15,0,0.5094160054184131,0.29542319963963637,1,0
98,17,0,0.35304491106819225,0.049955642432641056,509,0
475,13,0,0.3080623665820794,0.6775370459119338,589,0
470,16,0,0.5169030647132051,0.08481766719443806,310,0
136,18,0,0.03409077526589188,0.23788011450815016,96,0
445,18,0,0.9039887017187491,0.970982436503335,12,1
428,4,1,0.8316942126994726,0.6796605529144133,349,0
167,15,0,0.7833966916805103,0.685011770208134,197,0
88,7,0,0.8524682327974624,0.16080398313851685,239,0
361,0,1,0.5217575290281659,0.915407808009583,511,0
394,19,1,0.9226603139656435,0.5251864319258647,110,0
52,6,0,0.28138038610099303,0.32713425817474595,293,0
155,9,0,0.6489409684279229,0.14609856573266222,509,0
361,3,0,0.536675504198631,0.45997421792329307,197,0
234,13,0,0.7045038439721644,0.03571436328685906,131,0
224,21,0,0.18884623645163878,0.7316746175719755,32,1
56,9,0,0.4962735052221283,0.4388015750581996,565,0
444,5,0,0.3075605553220393,0.2951397258506725,27,0
61,15,0,0.7734512776924318,0.48304160306027244,383,0
242,22,1,0.3344534716680164,0.6889505023476693,142,0
138,20,0,0.5803100224215504,0.627827769709155,380,0
399,23,1,0.6689178313561435,0.7794238314538915,331,1
183,12,1,0.9827371273465917,0.302236495795546,572,0
169,3,0,0.41278487411973264,0.3447973935480858,222,0
184,4,1,0.43410463773077645,0.35437832722347673,519,0
174,19,1,0.34068705530587184,0.2697775569190902,374,0
164,9,0,0.6043328843785036,0.7111949435532475,380,0
34,15,0,0.8922780672250517,0.18418924537718706,388,0
134,4,1,0.8559213459332334,0.0019369609676781474,302,0
350,2,0,0.24650766674765834,0.7107760767921943,419,0
278,8,0,0.15187071007039898,0.10206550100792067,484,0
70,11,0,0.3324096379538587,0.48650594510644607,441,0
127,7,0,0.788120570220382,0.31454305493440116,450,0
347,23,0,0.2035944467786256,0.5956649985014755,241,0
45,21,0,0.42537670682831097,0.48663741150536255,171,0
238,13,0,0.5430116164686576,0.6696362764178003,323,0
212,19,0,0.9199976622752695,0.566932754777515,274,0
354,22,1,0.49147399143539316,0.9175986634159586,397,1
242,4,0,0.3268115685891618,0.018992757473643707,207,0
410,3,0,0.3665224089304129,0.7650985861692247,251,0
399,17,1,0.33289661159239636,0.11939752749636778,57,0
186,21,1,0.7669001187784188,0.0660250901791476,555,0
363,1,0,0.3082010718069549,0.31920097138525916,69,0
266,3,0,0.5784696923380886,0.6153073936156774,277,0
480,17,0,0.30418078998980325,0.40463404253121715,72,0
355,16,0,0.12138702904275755,0.37077369257533144,156,0
384,22,0,0.7798224585758653,0.8256260020668919,345,0
442,20,1,0.4186420137615432,0.46272395999948657,294,0
220,7,0,0.8088741238220626,0.8849760432277289,244,1
367,6,1,0.5945604620022009,0.2905618075971762,71,0
13,1,0,0.5426731230720784,0.25037763665434665,574,0
81,21,0,0.10804749683102322,0.0011171135545692268,359,0
309,22,1,0.6538133536635262,0.3619012474480918,530,0
120,2,1,0.8247476741308847,0.7055811334189739,270,1
334,4,1,0.13271692291480242,0.7614645602075149,204,0
334,13,1,0.7964851721620797,0.427559513053141,106,0
420,2,0,0.3194826030507225,0.051003197606416806,307,0
133,13,1,0.7894092591297082,0.2649185392428185,177,0
61,1,1,0.5765822031013886,0.5049630276273971,18,0
431,7,0,0.6479501422683573,0.5453070409503588,307,0
82,11,1,0.7153838302472137,0.4729582991442821,7,0
206,21,0,0.4682499949168527,0.3192205109061895,36,0
256,6,0,0.48682761098615646,0.9621974435997193,90,0
359,23,0,0.6507069315975849,0.844810870229685,246,1
428,5,0,0.789428527062939,0.3423966208883088,413,0
231,5,1,0.48405518840832773,0.6949726837002349,292,0
395,22,1,0.7582271557809159,0.13893215361665956,204,0
303,5,0,0.36936994709844806,0.1089142296464457,110,0
403,20,0,0.6667908621915789,0.31472770894173596,180,0
174,0,0,0.796413991963589,0.5813722355326959,68,0
132,20,0,0.22239158072342058,0.6576014153374501,42,0
33,5,1,0.7960252699394381,0.3947332449094394,589,0
300,21,1,0.5186151232412293,0.7116162909689391,286,0
174,1,1,0.9722741767411769,0.1841245851028951,24,0
10,15,0,0.8025628660377147,0.8712230819428686,329,1
170,18,0,0.7785906897972532,0.9538641528998869,173,0
185,4,0,0.4238566946502388,0.7272199825325031,337,0
23,21,0,0.6553742697938084,0.13126081043659943,149,0
320,13,1,0.7794862448102962,0.4651219577610002,469,0
469,23,0,0.9041448956319825,0.5800880545598397,57,0
225,17,1,0.4214480428262547,0.035366205366040515,565,0
350,22,0,0.37646047466995136,0.12056784960647726,176,0
221,21,1,0.1611080349027597,0.39592283001898976,23,0
338,8,1,0.7147404024137917,0.25095471972288474,126,0
212,18,0,0.6767210662160468,0.12328467852927427,246,0
83,0,0,0.8944503019072595,0.3347732230348517,174,0
60,14,1,0.11500970112039743,0.7905168603242562,149,0
46,1,0,0.39816527517990563,0.4591027697558222,592,0
290,4,0,0.19677198319024058,0.8081093121095606,46,0
90,0,0,0.8905328282420293,0.5891588427658742,529,0
432,5,1,0.69833298738993,0.7812474594930119,354,0
244,2,0,0.09338873829576766,0.9034323284071963,501,0
272,3,1,0.0114984049054081,0.06690547767112187,296,0
52,6,1,0.5233465114676055,0.986983799925449,589,0
254,8,0,0.004863798389952101,0.2951241236590202,592,0
101,5,1,0.2452686594072956,0.04664392199900458,437,0
371,9,0,0.5408167531735504,0.5797830134972126,483,0
156,15,0,0.7705869640293801,0.345353103301864,443,0
320,13,1,0.9632634401789223,0.9377759817043185,578,1
362,7,1,0.07309733579419575,0.8025177033385307,327,0
268,7,1,0.20708469591263257,0.3821953100893073,563,0
86,12,1,0.2892500138179519,0.4008769900003183,262,0
119,0,1,0.8547126465023337,0.09129722030611742,288,0
395,7,1,0.23032353782252424,0.17515215686177488,343,0
39,18,0,0.9375754008224944,0.08386406344090325,155,0
357,8,1,0.4704570709647319,0.05013138604856493,233,0
107,5,1,0.8191079949758471,0.4065751520241855,195,0
298,21,1,0.14660010455250772,0.4642032063585574,473,0
35,19,0,0.2132316419774195,0.8309347750845326,213,0
411,0,1,0.7518681808534368,0.27171042973373793,414,0
207,17,1,0.21493599723693824,0.825708629239011,266,0
153,19,0,0.9545767377509007,0.010846834173966702,452,0
333,15,1,0.524272075386182,0.2785573008739185,48,0
366,13,1,0.5938308863386274,0.7894622516836671,109,0
438,12,0,0.11411098329136693,0.26951011423327764,464,0
400,5,0,0.18675533556075707,0.7952954469319542,133,0
483,2,0,0.13206708837796366,0.9028994176760733,551,0
377,4,1,0.1878075840343163,0.4695589621598536,493,0
1,18,1,0.8137415327665523,0.2837457718652626,538,0
91,15,1,0.4428526558234369,0.2273119091286534,397,0
243,19,0,0.3429976203554208,0.37103299903850473,61,0
336,16,1,0.8744062217103079,0.6605640558396471,562,0
68,4,1,0.8217921318632976,0.2683694851861269,298,0
369,20,1,0.9271614374490212,0.4078068844318766,553,0
410,19,0,0.8999194980601373,0.7042443820286156,575,1
100,12,0,0.7129683448164731,0.9111067903032378,402,0
210,16,0,0.9170248019827868,0.8993463349639342,444,1
50,18,1,0.03970424377244919,0.5931524501397497,513,0
19,20,0,0.7097051591092184,0.6747589266506271,503,0
269,5,1,0.5572164829961284,0.7439788495358975,594,0
294,10,1,0.05387684216071553,0.3852565568165742,434,0
388,18,1,0.6950226177939702,0.9251698304176857,108,0
498,13,1,0.4395380502417293,0.7242164983264198,79,0
40,9,0,0.7146263978068059,0.5102269887780534,257,0
27,5,1,0.5634883904888279,0.41016641173926716,382,0
477,14,1,0.1246089554017924,0.32204251587176136,333,0
493,22,1,0.03628850669484063,0.9537668292078261,42,1
375,11,0,0.981128667411671,0.3061827749954954,106,0
269,7,1,0.5936246704180527,0.46720699776165786,546,0
